NAME,HUMIDITY,LIGHT,NO_MAX,NO_MIN,NO2_MAX,NO2_MIN,OZONE_MAX,OZONE_MIN,PM10_MAX,PM10_MIN,PM2_MAX,PM2_MIN,SO2_MAX,SO2_MIN,CO_MAX,CO_MIN,CO2_MAX,CO2_MIN,SOUND,TEMPRATURE_MAX,TEMPRATURE_MIN,UV_MAX,UV_MIN,AIR_PRESSURE,LASTUPDATEDATETIME,Lattitude,Longitude
Chitale Bandhu Corner_41,49.958,53.546,0,0,92,76,1,0,,,,,2,0,126,84,29,29,60.444,41,28,0,0,0.934,13/04/19 21:48,18.51557,73.8243931
Goodluck Square_Cafe_23,51.186,1.488,0,0,102,99,0,0,34,33,27,26,3,1,110,86,29,29,56.491,40,28,0,0,0.936,13/04/19 21:48,18.5343565,73.8260579
PMPML_Bus_Depot_Deccan_15,52.538,11.486,0,0,113,104,0,0,33,31,26,25,4,2,130,100,29,29,68.603,42,28,0,0,0.936,13/04/19 21:48,18.4517156,73.8561703
Hadapsar_Gadital_01,47.53,0.583,0,0,129,123,0,0,36,33,28,26,5,2,118,102,29,29,72.08,39,29,0,0,0.934,13/04/19 21:48,18.5018335,73.9414776
BopadiSquare_65,64.299,0.792,0,0,97,82,10,0,37,32,30,26,2,1,119,91,29,29,75.326,44,26,0,0,0.937,13/04/19 21:48,18.5594267,73.8286556
Pune Railway Station_28,53.086,6.801,0,0,105,102,0,0,34,32,27,25,2,1,108,74,29,29,82.553,41,28,0,0,0.936,13/04/19 21:49,18.5250661,73.7929274
Chitale Bandhu Corner_41,49.958,53.872,0,0,92,76,1,0,,,,,2,0,126,84,29,29,60.444,41,28,0,0,0.934,13/04/19 22:03,18.51557,73.8243931
Karve Statue Square_5,53.65,0.567,0,0,109,100,7,0,33,26,26,21,3,1,122,100,29,29,67.132,41,27,0,0,0.934,13/04/19 21:48,18.5017272,73.8135954
Lullanagar_Square_14,50.812,0.874,0,0,104,96,14,0,36,34,28,27,2,1,112,95,29,29,63.401,41,27,0,0,0.93,13/04/19 21:48,18.4873065,73.8856497
Hadapsar_Gadital_01,47.53,0.611,0,0,129,123,0,0,36,33,28,26,5,2,118,102,29,29,72.08,39,29,0,0,0.934,13/04/19 22:03,18.5018335,73.9414776
BopadiSquare_65,64.538,0.73,0,0,97,82,10,0,37,32,30,26,2,1,119,91,29,29,75.444,44,26,0,0,0.937,13/04/19 22:03,18.5594267,73.8286556
Goodluck Square_Cafe_23,51.186,1.634,0,0,102,99,0,0,34,33,27,26,3,1,110,86,29,29,56.491,40,28,0,0,0.936,13/04/19 22:03,18.5343565,73.8260579
Pune Railway Station_28,53.086,7.225,0,0,105,102,0,0,34,32,27,25,2,1,108,74,29,29,82.553,41,28,0,0,0.936,13/04/19 22:03,18.5250661,73.7929274
Karve Statue Square_5,53.65,0.555,0,0,109,100,7,0,33,26,26,21,3,1,122,100,29,29,67.132,41,27,0,0,0.934,13/04/19 22:03,18.5017272,73.8135954
Lullanagar_Square_14,50.812,0.854,0,0,104,96,14,0,36,34,28,27,2,1,112,95,29,29,63.401,41,27,0,0,0.93,13/04/19 22:03,18.4873065,73.8856497
Rajashri_Shahu_Bus_stand_19,58.477,3.528,0,0,88,81,6,0,33,31,26,24,3,2,95,65,29,29,69.43,39,27,0,0,0.932,13/04/19 22:03,18.4822385,73.8580916
PMPML_Bus_Depot_Deccan_15,52.538,11.444,0,0,113,104,0,0,33,31,26,25,4,2,130,100,29,29,68.603,42,28,0,0,0.936,13/04/19 22:03,18.4517156,73.8561703
Chitale Bandhu Corner_41,49.958,54.032,0,0,92,76,1,0,,,,,2,0,126,84,29,29,60.444,41,28,0,0,0.934,13/04/19 22:18,18.51557,73.8243931
Lullanagar_Square_14,50.812,0.897,0,0,104,96,14,0,36,34,28,27,2,1,112,95,29,29,63.401,41,27,0,0,0.93,13/04/19 22:18,18.4873065,73.8856497
Hadapsar_Gadital_01,47.53,0.571,0,0,129,123,0,0,36,33,28,26,5,2,118,102,29,29,72.08,39,29,0,0,0.934,13/04/19 22:18,18.5018335,73.9414776
Karve Statue Square_5,53.65,0.533,0,0,109,100,7,0,33,26,26,21,3,1,122,100,29,29,67.132,41,27,0,0,0.934,13/04/19 22:18,18.5017272,73.8135954
Goodluck Square_Cafe_23,51.186,1.495,0,0,102,99,0,0,34,33,27,26,3,1,110,86,29,29,56.491,40,28,0,0,0.936,13/04/19 22:18,18.5343565,73.8260579
Pune Railway Station_28,53.086,7.897,0,0,105,102,0,0,34,32,27,25,2,1,108,74,29,29,82.553,41,28,0,0,0.936,13/04/19 22:18,18.5250661,73.7929274
Rajashri_Shahu_Bus_stand_19,58.477,3.501,0,0,88,81,6,0,33,31,26,24,3,2,95,65,29,29,69.43,39,27,0,0,0.932,13/04/19 22:18,18.4822385,73.8580916
PMPML_Bus_Depot_Deccan_15,52.538,11.469,0,0,113,104,0,0,33,31,26,25,4,2,130,100,29,29,68.603,42,28,0,0,0.936,13/04/19 22:19,18.4517156,73.8561703
BopadiSquare_65,64.638,0.823,0,0,97,82,10,0,37,32,30,26,2,1,119,91,29,29,75.48,44,26,0,0,0.937,13/04/19 22:19,18.5594267,73.8286556
Chitale Bandhu Corner_41,55.992,53.919,0,0,89,76,3,0,,,,,2,0,126,84,29,29,60.513,41,28,0,0,0.933,13/04/19 22:46,18.51557,73.8243931
Goodluck Square_Cafe_23,54.83,1.469,0,0,102,99,0,0,34,33,27,26,3,1,110,86,29,29,56.481,40,28,0,0,0.935,13/04/19 22:46,18.5343565,73.8260579
Rajashri_Shahu_Bus_stand_19,60.919,3.656,0,0,88,81,9,0,33,31,26,24,4,2,95,65,29,29,69.547,39,26,0,0,0.931,13/04/19 22:46,18.4822385,73.8580916
Pune Railway Station_28,54.833,7.551,0,0,105,102,1,0,34,32,27,25,2,1,109,74,29,29,78.57,41,27,0,0,0.936,13/04/19 22:46,18.5250661,73.7929274
Hadapsar_Gadital_01,49.564,0.586,0,0,129,123,0,0,36,33,28,26,5,2,116,102,29,29,73.135,39,28,0,0,0.933,13/04/19 22:46,18.5018335,73.9414776
Karve Statue Square_5,59.718,0.553,0,0,109,100,9,0,32,26,26,21,3,1,117,100,29,29,67.636,41,27,0,0,0.933,13/04/19 22:46,18.5017272,73.8135954
Lullanagar_Square_14,52.405,0.853,0,0,104,96,16,0,36,34,28,26,2,1,112,95,29,29,60.952,41,27,0,0,0.929,13/04/19 22:46,18.4873065,73.8856497
PMPML_Bus_Depot_Deccan_15,55.853,11.473,0,0,113,104,0,0,33,31,26,25,4,2,125,100,29,29,68.537,42,27,0,0,0.936,13/04/19 22:46,18.4517156,73.8561703
BopadiSquare_65,59.6,0.835,0,0,97,82,11,0,37,32,30,26,3,1,119,92,29,29,77.341,44,25,0,0,0.936,13/04/19 22:46,18.5594267,73.8286556
Chitale Bandhu Corner_41,55.992,53.855,0,0,89,76,3,0,,,,,2,0,126,84,29,29,60.513,41,28,0,0,0.933,13/04/19 23:01,18.51557,73.8243931
PMPML_Bus_Depot_Deccan_15,55.853,11.458,0,0,113,104,0,0,33,31,26,25,4,2,125,100,29,29,68.537,42,27,0,0,0.936,13/04/19 23:01,18.4517156,73.8561703
Lullanagar_Square_14,52.405,0.835,0,0,104,96,16,0,36,34,28,26,2,1,112,95,29,29,60.952,41,27,0,0,0.929,13/04/19 23:01,18.4873065,73.8856497
Karve Statue Square_5,59.718,0.543,0,0,109,100,9,0,32,26,26,21,3,1,117,100,29,29,67.636,41,27,0,0,0.933,13/04/19 23:01,18.5017272,73.8135954
Goodluck Square_Cafe_23,54.83,1.449,0,0,102,99,0,0,34,33,27,26,3,1,110,86,29,29,56.481,40,28,0,0,0.935,13/04/19 23:01,18.5343565,73.8260579
Pune Railway Station_28,54.833,8.105,0,0,105,102,1,0,34,32,27,25,2,1,109,74,29,29,78.57,41,27,0,0,0.936,13/04/19 23:01,18.5250661,73.7929274
Hadapsar_Gadital_01,49.564,0.698,0,0,129,123,0,0,36,33,28,26,5,2,116,102,29,29,73.135,39,28,0,0,0.933,13/04/19 23:01,18.5018335,73.9414776
Rajashri_Shahu_Bus_stand_19,60.919,3.605,0,0,88,81,9,0,33,31,26,24,4,2,95,65,29,29,69.547,39,26,0,0,0.931,13/04/19 23:01,18.4822385,73.8580916
BopadiSquare_65,59.56,0.819,0,0,97,82,11,0,37,32,30,26,3,1,119,92,29,29,77.348,44,25,0,0,0.936,13/04/19 23:01,18.5594267,73.8286556
Hadapsar_Gadital_01,49.564,0.664,0,0,129,123,0,0,36,33,28,26,5,2,116,102,29,29,73.135,39,28,0,0,0.933,13/04/19 23:16,18.5018335,73.9414776
Goodluck Square_Cafe_23,54.83,1.438,0,0,102,99,0,0,34,33,27,26,3,1,110,86,29,29,56.481,40,28,0,0,0.935,13/04/19 23:16,18.5343565,73.8260579
Chitale Bandhu Corner_41,55.992,53.839,0,0,89,76,3,0,,,,,2,0,126,84,29,29,60.513,41,28,0,0,0.933,13/04/19 23:16,18.51557,73.8243931
Lullanagar_Square_14,52.405,0.904,0,0,104,96,16,0,36,34,28,26,2,1,112,95,29,29,60.952,41,27,0,0,0.929,13/04/19 23:16,18.4873065,73.8856497
BopadiSquare_65,59.537,0.723,0,0,97,82,11,0,37,32,30,26,3,1,119,92,29,29,77.352,44,25,0,0,0.936,13/04/19 23:16,18.5594267,73.8286556
PMPML_Bus_Depot_Deccan_15,55.853,11.456,0,0,113,104,0,0,33,31,26,25,4,2,125,100,29,29,68.537,42,27,0,0,0.936,13/04/19 23:16,18.4517156,73.8561703
Pune Railway Station_28,54.833,7.564,0,0,105,102,1,0,34,32,27,25,2,1,109,74,29,29,78.57,41,27,0,0,0.936,13/04/19 23:16,18.5250661,73.7929274
Rajashri_Shahu_Bus_stand_19,60.919,3.62,0,0,88,81,9,0,33,31,26,24,4,2,95,65,29,29,69.547,39,26,0,0,0.931,13/04/19 23:16,18.4822385,73.8580916
Goodluck Square_Cafe_23,55.785,1.442,0,0,102,99,2,0,34,33,27,26,4,1,110,86,29,29,56.648,40,27,0,0,0.935,13/04/19 23:31,18.5343565,73.8260579
Hadapsar_Gadital_01,49.874,0.715,0,0,129,123,0,0,35,33,28,26,6,2,116,102,29,29,76.388,39,28,0,0,0.933,13/04/19 23:31,18.5018335,73.9414776
Chitale Bandhu Corner_41,56.428,53.837,0,0,86,76,6,0,,,,,2,0,126,84,29,29,60.44,41,26,0,0,0.933,13/04/19 23:31,18.51557,73.8243931
PMPML_Bus_Depot_Deccan_15,57.202,11.459,0,0,113,104,1,0,33,31,26,25,4,2,120,100,29,29,69.714,42,27,0,0,0.935,13/04/19 23:31,18.4517156,73.8561703
Pune Railway Station_28,56.532,8.229,0,0,105,102,2,0,34,32,27,25,2,1,109,74,29,29,78.535,41,27,0,0,0.935,13/04/19 23:31,18.5250661,73.7929274
Lullanagar_Square_14,51.392,0.845,0,0,104,96,20,0,36,34,28,26,3,1,112,95,29,29,61.343,41,26,0,0,0.929,13/04/19 23:31,18.4873065,73.8856497
BopadiSquare_65,58.475,0.942,0,0,97,82,16,0,37,32,30,26,3,1,119,94,29,29,77.16,44,25,0,0,0.936,13/04/19 23:31,18.5594267,73.8286556
Karve Statue Square_5,61.595,0.525,0,0,109,99,13,0,32,26,26,21,4,1,111,100,29,29,66.18,41,25,0,0,0.933,13/04/19 23:31,18.5017272,73.8135954
Rajashri_Shahu_Bus_stand_19,60.147,3.696,0,0,88,82,13,0,32,30,26,24,4,2,95,65,29,29,72.941,39,25,0,0,0.931,13/04/19 23:31,18.4822385,73.8580916
BopadiSquare_65,58.497,0.999,0,0,97,82,16,0,37,32,30,26,3,1,119,94,29,29,77.158,44,25,0,0,0.936,13/04/19 23:46,18.5594267,73.8286556
Goodluck Square_Cafe_23,55.785,1.459,0,0,102,99,2,0,34,33,27,26,4,1,110,86,29,29,56.648,40,27,0,0,0.935,13/04/19 23:46,18.5343565,73.8260579
Chitale Bandhu Corner_41,56.428,53.855,0,0,86,76,6,0,,,,,2,0,126,84,29,29,60.44,41,26,0,0,0.933,13/04/19 23:46,18.51557,73.8243931
Karve Statue Square_5,61.595,0.524,0,0,109,99,13,0,32,26,26,21,4,1,111,100,29,29,66.18,41,25,0,0,0.933,13/04/19 23:46,18.5017272,73.8135954
Hadapsar_Gadital_01,49.874,0.631,0,0,129,123,0,0,35,33,28,26,6,2,116,102,29,29,76.388,39,28,0,0,0.933,13/04/19 23:46,18.5018335,73.9414776
Lullanagar_Square_14,51.392,0.881,0,0,104,96,20,0,36,34,28,26,3,1,112,95,29,29,61.343,41,26,0,0,0.929,13/04/19 23:46,18.4873065,73.8856497
Pune Railway Station_28,56.532,8.043,0,0,105,102,2,0,34,32,27,25,2,1,109,74,29,29,78.535,41,27,0,0,0.935,13/04/19 23:46,18.5250661,73.7929274
PMPML_Bus_Depot_Deccan_15,57.202,13.011,0,0,113,104,1,0,33,31,26,25,4,2,120,100,29,29,69.714,42,27,0,0,0.935,13/04/19 23:46,18.4517156,73.8561703
Rajashri_Shahu_Bus_stand_19,60.147,3.739,0,0,88,82,13,0,32,30,26,24,4,2,95,65,29,29,72.941,39,25,0,0,0.931,13/04/19 23:46,18.4822385,73.8580916
Goodluck Square_Cafe_23,55.785,1.45,0,0,102,99,2,0,34,33,27,26,4,1,110,86,29,29,56.648,40,27,0,0,0.935,14/04/19 0:01,18.5343565,73.8260579
Chitale Bandhu Corner_41,56.428,53.785,0,0,86,76,6,0,,,,,2,0,126,84,29,29,60.44,41,26,0,0,0.933,14/04/19 0:01,18.51557,73.8243931
Lullanagar_Square_14,51.392,0.901,0,0,104,96,20,0,36,34,28,26,3,1,112,95,29,29,61.343,41,26,0,0,0.929,14/04/19 0:01,18.4873065,73.8856497
Karve Statue Square_5,61.595,0.532,0,0,109,99,13,0,32,26,26,21,4,1,111,100,29,29,66.18,41,25,0,0,0.933,14/04/19 0:01,18.5017272,73.8135954
PMPML_Bus_Depot_Deccan_15,57.202,15.722,0,0,113,104,1,0,33,31,26,25,4,2,120,100,29,29,69.714,42,27,0,0,0.935,14/04/19 0:01,18.4517156,73.8561703
BopadiSquare_65,58.501,0.874,0,0,97,82,16,0,37,32,30,26,3,1,119,94,29,29,77.158,44,25,0,0,0.936,14/04/19 0:01,18.5594267,73.8286556
Rajashri_Shahu_Bus_stand_19,60.147,3.702,0,0,88,82,13,0,32,30,26,24,4,2,95,65,29,29,72.941,39,25,0,0,0.931,14/04/19 0:01,18.4822385,73.8580916
Pune Railway Station_28,56.532,9.658,0,0,105,102,2,0,34,32,27,25,2,1,109,74,29,29,78.535,41,27,0,0,0.935,14/04/19 0:01,18.5250661,73.7929274
Chitale Bandhu Corner_41,56.428,53.947,0,0,86,76,6,0,,,,,2,0,126,84,29,29,60.44,41,26,0,0,0.933,14/04/19 0:16,18.51557,73.8243931
Goodluck Square_Cafe_23,55.785,1.451,0,0,102,99,2,0,34,33,27,26,4,1,110,86,29,29,56.648,40,27,0,0,0.935,14/04/19 0:16,18.5343565,73.8260579
Pune Railway Station_28,56.532,8.341,0,0,105,102,2,0,34,32,27,25,2,1,109,74,29,29,78.535,41,27,0,0,0.935,14/04/19 0:16,18.5250661,73.7929274
Rajashri_Shahu_Bus_stand_19,60.147,3.735,0,0,88,82,13,0,32,30,26,24,4,2,95,65,29,29,72.941,39,25,0,0,0.931,14/04/19 0:16,18.4822385,73.8580916
PMPML_Bus_Depot_Deccan_15,57.202,15.618,0,0,113,104,1,0,33,31,26,25,4,2,120,100,29,29,69.714,42,27,0,0,0.935,14/04/19 0:16,18.4517156,73.8561703
Lullanagar_Square_14,51.392,1.002,0,0,104,96,20,0,36,34,28,26,3,1,112,95,29,29,61.343,41,26,0,0,0.929,14/04/19 0:16,18.4873065,73.8856497
Karve Statue Square_5,61.595,0.574,0,0,109,99,13,0,32,26,26,21,4,1,111,100,29,29,66.18,41,25,0,0,0.933,14/04/19 0:16,18.5017272,73.8135954
Hadapsar_Gadital_01,49.874,0.75,0,0,129,123,0,0,35,33,28,26,6,2,116,102,29,29,76.388,39,28,0,0,0.933,14/04/19 0:16,18.5018335,73.9414776
BopadiSquare_65,58.512,0.977,0,0,97,82,16,0,37,32,30,26,3,1,119,94,29,29,77.156,44,25,0,0,0.936,14/04/19 0:16,18.5594267,73.8286556
Goodluck Square_Cafe_23,57.034,1.387,0,0,102,99,4,0,34,33,27,26,4,1,110,86,29,29,56.917,40,26,0,0,0.935,14/04/19 0:31,18.5343565,73.8260579
Hadapsar_Gadital_01,48.76,0.979,0,0,129,123,2,0,35,33,28,26,6,2,116,102,29,29,82.411,39,27,0,0,0.934,14/04/19 0:31,18.5018335,73.9414776
Karve Statue Square_5,60.077,0.724,0,0,109,97,17,0,32,26,26,21,4,1,111,100,29,29,64.881,41,25,0,0,0.934,14/04/19 0:31,18.5017272,73.8135954
Lullanagar_Square_14,51.036,1.589,0,0,104,96,22,0,36,33,28,26,3,1,112,95,29,29,61.052,41,26,0,0,0.929,14/04/19 0:31,18.4873065,73.8856497
Rajashri_Shahu_Bus_stand_19,61.853,3.822,0,0,88,82,17,0,32,30,26,24,4,2,95,65,29,29,72.485,39,25,0,0,0.931,14/04/19 0:31,18.4822385,73.8580916
Chitale Bandhu Corner_41,56.8,54.441,0,0,83,76,10,0,,,,,3,0,126,84,29,29,62.121,41,26,0,0,0.933,14/04/19 0:31,18.51557,73.8243931
PMPML_Bus_Depot_Deccan_15,58.452,15.783,0,0,113,104,4,0,32,31,26,25,4,2,117,100,29,29,71.351,42,26,0,0,0.936,14/04/19 0:31,18.4517156,73.8561703
Pune Railway Station_28,56.007,8.124,0,0,105,101,4,0,33,31,27,25,2,1,109,74,29,29,78.966,41,26,0,0,0.936,14/04/19 0:31,18.5250661,73.7929274
Goodluck Square_Cafe_23,57.034,3.12,0,0,102,99,4,0,34,33,27,26,4,1,110,86,29,29,56.917,40,26,0,0,0.935,14/04/19 0:46,18.5343565,73.8260579
BopadiSquare_65,59.014,37.407,0,0,97,82,19,0,37,32,30,26,3,1,119,94,29,29,77.165,44,25,0,0,0.936,14/04/19 0:46,18.5594267,73.8286556
Karve Statue Square_5,60.077,5.653,0,0,109,97,17,0,32,26,26,21,4,1,111,100,29,29,64.881,41,25,0,0,0.934,14/04/19 0:46,18.5017272,73.8135954
PMPML_Bus_Depot_Deccan_15,58.452,24,0,0,113,104,4,0,32,31,26,25,4,2,117,100,29,29,71.351,42,26,0,0,0.936,14/04/19 0:46,18.4517156,73.8561703
Chitale Bandhu Corner_41,56.8,42.373,0,0,83,76,10,0,,,,,3,0,126,84,29,29,62.121,41,26,0,0,0.933,14/04/19 0:46,18.51557,73.8243931
Lullanagar_Square_14,51.036,23.656,0,0,104,96,22,0,36,33,28,26,3,1,112,95,29,29,61.052,41,26,0,0,0.929,14/04/19 0:46,18.4873065,73.8856497
Pune Railway Station_28,56.012,15.073,0,0,105,101,4,0,33,31,27,25,2,1,109,74,29,29,79.015,41,26,0,0,0.936,14/04/19 0:46,18.5250661,73.7929274
Hadapsar_Gadital_01,48.76,11.008,0,0,129,123,2,0,35,33,28,26,6,2,116,102,29,29,82.411,39,27,0,0,0.934,14/04/19 0:46,18.5018335,73.9414776
Rajashri_Shahu_Bus_stand_19,61.853,9.814,0,0,88,82,17,0,32,30,26,24,4,2,95,65,29,29,72.485,39,25,0,0,0.931,14/04/19 0:46,18.4822385,73.8580916
BopadiSquare_65,59.085,339.466,0,0,97,82,19,0,37,32,30,26,3,1,119,94,29,29,77.171,44,25,0,0,0.936,14/04/19 1:01,18.5594267,73.8286556
Chitale Bandhu Corner_41,56.8,161.785,0,0,83,76,10,0,,,,,3,0,126,84,29,29,62.121,41,26,0,0,0.933,14/04/19 1:01,18.51557,73.8243931
Goodluck Square_Cafe_23,57.034,22.714,0,0,102,99,4,0,34,33,27,26,4,1,110,86,29,29,56.917,40,26,0,0,0.935,14/04/19 1:01,18.5343565,73.8260579
Hadapsar_Gadital_01,48.76,81.586,0,0,129,123,2,0,35,33,28,26,6,2,116,102,29,29,82.411,39,27,0,0,0.934,14/04/19 1:01,18.5018335,73.9414776
Karve Statue Square_5,60.077,40.134,0,0,109,97,17,0,32,26,26,21,4,1,111,100,29,29,64.881,41,25,0,0,0.934,14/04/19 1:02,18.5017272,73.8135954
Lullanagar_Square_14,51.036,164.543,0,0,104,96,22,0,36,33,28,26,3,1,112,95,29,29,61.052,41,26,0,0,0.929,14/04/19 1:02,18.4873065,73.8856497
Pune Railway Station_28,56.012,96.655,0,0,105,101,4,0,33,31,27,25,2,1,109,74,29,29,79.015,41,26,0,0,0.936,14/04/19 1:02,18.5250661,73.7929274
Rajashri_Shahu_Bus_stand_19,61.853,60.478,0,0,88,82,17,0,32,30,26,24,4,2,95,65,29,29,72.485,39,25,0,0,0.931,14/04/19 1:02,18.4822385,73.8580916
PMPML_Bus_Depot_Deccan_15,58.452,119.627,0,0,113,104,4,0,32,31,26,25,4,2,117,100,29,29,71.351,42,26,0,0,0.936,14/04/19 1:02,18.4517156,73.8561703
