NAME,HUMIDITY,LIGHT,NO_MAX,NO_MIN,NO2_MAX,NO2_MIN,OZONE_MAX,OZONE_MIN,PM10_MAX,PM10_MIN,PM2_MAX,PM2_MIN,SO2_MAX,SO2_MIN,CO_MAX,CO_MIN,CO2_MAX,CO2_MIN,SOUND,TEMPRATURE_MAX,TEMPRATURE_MIN,UV_MAX,UV_MIN,AIR_PRESSURE,LASTUPDATEDATETIME,Lattitude,Longitude
PMPML_Bus_Depot_Deccan_15,24.972,1955.554,0,0,99,77,19,0,22,18,18,15,7,3,122,47,29,29,71.502,37,24,5.1,0.1,0.935,17/04/19 11:01,18.4517156,73.8561703
Rajashri_Shahu_Bus_stand_19,28.449,4125.376,0,0,68,47,31,0,20,17,16,14,5,3,79,35,29,0,74.798,35,23,3.8,0.1,0.931,17/04/19 11:01,18.4822385,73.8580916
Lullanagar_Square_14,23.79,2171.519,0,0,84,63,34,0,23,18,18,15,5,2,107,58,29,18,61.408,37,24,0.7,0.2,0.929,17/04/19 11:01,18.4873065,73.8856497
Karve Statue Square_5,26.54,1552.653,0,0,76,64,29,0,18,16,15,14,6,2,125,72,29,29,63.298,36,24,1,0.1,0.933,17/04/19 11:01,18.5017272,73.8135954
Hadapsar_Gadital_01,26.582,1103.319,0,0,123,102,16,0,21,19,17,15,9,6,139,98,29,29,75.426,34,25,0.6,0.1,0.933,17/04/19 11:01,18.5018335,73.9414776
Goodluck Square_Cafe_23,23.864,408.931,0,0,89,69,15,0,23,20,19,17,5,3,107,48,29,29,58.825,37,25,1.6,0.1,0.935,17/04/19 11:15,18.5343565,73.8260579
Pune Railway Station_28,23.335,4692.051,0,0,96,67,25,0,23,15,19,12,6,2,96,46,29,29,83.689,37,24,6.1,0.1,0.935,17/04/19 11:15,18.5250661,73.7929274
Pune Railway Station_28,23.335,4183.395,0,0,96,67,25,0,23,15,19,12,6,2,96,46,29,29,83.689,37,24,6.1,0.1,0.935,17/04/19 11:01,18.5250661,73.7929274
Hadapsar_Gadital_01,26.582,1028.907,0,0,123,102,16,0,21,19,17,15,9,6,139,98,29,29,75.426,34,25,0.6,0.1,0.933,17/04/19 11:15,18.5018335,73.9414776
Karve Statue Square_5,26.54,1533.782,0,0,76,64,29,0,18,16,15,14,6,2,125,72,29,29,63.298,36,24,1,0.1,0.933,17/04/19 11:15,18.5017272,73.8135954
Chitale Bandhu Corner_41,22.916,50992.322,0,0,66,43,27,0,25,13,21,11,4,2,114,48,29,29,74.492,37,24,5.4,0.1,0.933,17/04/19 11:15,18.51557,73.8243931
Rajashri_Shahu_Bus_stand_19,28.449,2797.241,0,0,68,47,31,0,20,17,16,14,5,3,79,35,29,0,74.798,35,23,3.8,0.1,0.931,17/04/19 11:15,18.4822385,73.8580916
Lullanagar_Square_14,23.79,2196.217,0,0,84,63,34,0,23,18,18,15,5,2,107,58,29,18,61.408,37,24,0.7,0.2,0.929,17/04/19 11:15,18.4873065,73.8856497
PMPML_Bus_Depot_Deccan_15,24.972,1850.352,0,0,99,77,19,0,22,18,18,15,7,3,122,47,29,29,71.502,37,24,5.1,0.1,0.935,17/04/19 11:15,18.4517156,73.8561703
Lullanagar_Square_14,21.905,2194.585,0,0,84,63,34,0,23,18,18,15,5,2,107,58,29,18,61.564,37,24,0.7,0.2,0.928,17/04/19 11:30,18.4873065,73.8856497
PMPML_Bus_Depot_Deccan_15,23.041,1684.549,0,0,98,76,19,0,22,18,18,15,7,3,122,47,29,29,72.716,36,24,5.1,0.1,0.935,17/04/19 11:31,18.4517156,73.8561703
Chitale Bandhu Corner_41,20.609,47472.086,0,0,64,42,27,0,25,13,21,11,5,2,114,48,29,29,74.944,37,24,5.4,0.1,0.933,17/04/19 11:31,18.51557,73.8243931
Goodluck Square_Cafe_23,21.86,365.82,0,0,88,69,15,0,23,20,19,17,5,3,107,48,29,29,58.827,37,25,1.6,0.1,0.934,17/04/19 11:31,18.5343565,73.8260579
Pune Railway Station_28,21.697,4680.013,0,0,95,66,25,0,23,14,19,12,6,2,96,46,29,29,83.52,37,24,6.1,0.1,0.935,17/04/19 11:31,18.5250661,73.7929274
BopadiSquare_65,21.486,,0,0,62,33,25,0,24,14,20,12,10,4,123,101,29,29,76.836,37,24,5.8,0.1,0.935,17/04/19 11:31,18.5594267,73.8286556
Hadapsar_Gadital_01,24.958,967.236,0,0,122,102,16,0,21,19,17,15,9,6,139,98,29,29,75.434,34,25,0.6,0.1,0.932,17/04/19 11:31,18.5018335,73.9414776
Rajashri_Shahu_Bus_stand_19,25.772,2593.331,0,0,67,45,31,0,20,17,16,14,6,3,71,35,29,0,76.154,35,23,3.8,0.1,0.93,17/04/19 11:31,18.4822385,73.8580916
Lullanagar_Square_14,21.905,1999.572,0,0,84,63,34,0,23,18,18,15,5,2,107,58,29,18,61.564,37,24,0.7,0.2,0.928,17/04/19 11:45,18.4873065,73.8856497
Goodluck Square_Cafe_23,21.86,320.175,0,0,88,69,15,0,23,20,19,17,5,3,107,48,29,29,58.827,37,25,1.6,0.1,0.934,17/04/19 11:45,18.5343565,73.8260579
Chitale Bandhu Corner_41,20.609,45045.665,0,0,64,42,27,0,25,13,21,11,5,2,114,48,29,29,74.944,37,24,5.4,0.1,0.933,17/04/19 11:45,18.51557,73.8243931
Rajashri_Shahu_Bus_stand_19,25.772,2555.846,0,0,67,45,31,0,20,17,16,14,6,3,71,35,29,0,76.154,35,23,3.8,0.1,0.93,17/04/19 11:45,18.4822385,73.8580916
Hadapsar_Gadital_01,24.958,877.096,0,0,122,102,16,0,21,19,17,15,9,6,139,98,29,29,75.434,34,25,0.6,0.1,0.932,17/04/19 11:45,18.5018335,73.9414776
PMPML_Bus_Depot_Deccan_15,23.041,1491.65,0,0,98,76,19,0,22,18,18,15,7,3,122,47,29,29,72.716,36,24,5.1,0.1,0.935,17/04/19 11:45,18.4517156,73.8561703
Pune Railway Station_28,21.658,5996.292,0,0,95,66,25,0,23,14,19,12,6,2,96,46,29,29,83.526,37,24,6.1,0.1,0.935,17/04/19 11:45,18.5250661,73.7929274
Rajashri_Shahu_Bus_stand_19,25.772,2607.937,0,0,67,45,31,0,20,17,16,14,6,3,71,35,29,0,76.154,35,23,3.8,0.1,0.93,17/04/19 12:00,18.4822385,73.8580916
PMPML_Bus_Depot_Deccan_15,23.041,1334.359,0,0,98,76,19,0,22,18,18,15,7,3,122,47,29,29,72.716,36,24,5.1,0.1,0.935,17/04/19 12:00,18.4517156,73.8561703
Chitale Bandhu Corner_41,20.609,40133.784,0,0,64,42,27,0,25,13,21,11,5,2,114,48,29,29,74.944,37,24,5.4,0.1,0.933,17/04/19 12:00,18.51557,73.8243931
Hadapsar_Gadital_01,24.958,801.759,0,0,122,102,16,0,21,19,17,15,9,6,139,98,29,29,75.434,34,25,0.6,0.1,0.932,17/04/19 12:00,18.5018335,73.9414776
Lullanagar_Square_14,21.905,1579.472,0,0,84,63,34,0,23,18,18,15,5,2,107,58,29,18,61.564,37,24,0.7,0.2,0.928,17/04/19 12:00,18.4873065,73.8856497
Goodluck Square_Cafe_23,21.86,271.152,0,0,88,69,15,0,23,20,19,17,5,3,107,48,29,29,58.827,37,25,1.6,0.1,0.934,17/04/19 12:00,18.5343565,73.8260579
Pune Railway Station_28,21.658,3171.542,0,0,95,66,25,0,23,14,19,12,6,2,96,46,29,29,83.526,37,24,6.1,0.1,0.935,17/04/19 12:00,18.5250661,73.7929274
Chitale Bandhu Corner_41,20.609,33593.118,0,0,64,42,27,0,25,13,21,11,5,2,114,48,29,29,74.944,37,24,5.4,0.1,0.933,17/04/19 12:15,18.51557,73.8243931
Goodluck Square_Cafe_23,21.86,235.456,0,0,88,69,15,0,23,20,19,17,5,3,107,48,29,29,58.827,37,25,1.6,0.1,0.934,17/04/19 12:15,18.5343565,73.8260579
Lullanagar_Square_14,21.905,1015.422,0,0,84,63,34,0,23,18,18,15,5,2,107,58,29,18,61.564,37,24,0.7,0.2,0.928,17/04/19 12:15,18.4873065,73.8856497
PMPML_Bus_Depot_Deccan_15,23.041,1209.577,0,0,98,76,19,0,22,18,18,15,7,3,122,47,29,29,72.716,36,24,5.1,0.1,0.935,17/04/19 12:15,18.4517156,73.8561703
Hadapsar_Gadital_01,24.958,711.083,0,0,122,102,16,0,21,19,17,15,9,6,139,98,29,29,75.434,34,25,0.6,0.1,0.932,17/04/19 12:15,18.5018335,73.9414776
Rajashri_Shahu_Bus_stand_19,25.772,3168.734,0,0,67,45,31,0,20,17,16,14,6,3,71,35,29,0,76.154,35,23,3.8,0.1,0.93,17/04/19 12:15,18.4822385,73.8580916
Pune Railway Station_28,21.658,2693.041,0,0,95,66,25,0,23,14,19,12,6,2,96,46,29,29,83.526,37,24,6.1,0.1,0.935,17/04/19 12:15,18.5250661,73.7929274
Hadapsar_Gadital_01,22.255,597.646,0,0,122,102,16,0,21,19,17,15,9,6,139,98,29,29,79.944,35,25,0.6,0.1,0.932,17/04/19 12:32,18.5018335,73.9414776
Lullanagar_Square_14,18.544,626.978,0,0,84,63,34,0,23,18,18,15,5,2,106,58,29,18,62.369,37,24,0.7,0.1,0.928,17/04/19 12:32,18.4873065,73.8856497
Chitale Bandhu Corner_41,18.655,12263.6,0,0,64,42,27,0,25,13,21,11,5,2,114,48,29,29,75.707,37,24,5.4,0.1,0.933,17/04/19 12:32,18.51557,73.8243931
Goodluck Square_Cafe_23,19.546,191.325,0,0,87,69,15,0,23,20,19,17,5,3,107,48,29,29,59.028,37,25,1.6,0.1,0.934,17/04/19 12:32,18.5343565,73.8260579
Rajashri_Shahu_Bus_stand_19,22.702,12868.277,0,0,66,45,31,0,20,17,16,14,6,3,61,35,29,0,77.814,35,23,3.8,0.1,0.93,17/04/19 12:32,18.4822385,73.8580916
PMPML_Bus_Depot_Deccan_15,20.45,839.644,0,0,98,76,19,0,22,18,18,15,7,3,122,47,29,29,81.515,36,24,5.1,0.1,0.935,17/04/19 12:32,18.4517156,73.8561703
Pune Railway Station_28,19.789,2142.641,0,0,95,66,25,0,23,14,19,12,7,2,96,46,29,29,83.907,37,24,6.1,0.1,0.935,17/04/19 12:32,18.5250661,73.7929274
Chitale Bandhu Corner_41,18.655,4726.711,0,0,64,42,27,0,25,13,21,11,5,2,114,48,29,29,75.707,37,24,5.4,0.1,0.933,17/04/19 12:45,18.51557,73.8243931
Goodluck Square_Cafe_23,19.546,144.358,0,0,87,69,15,0,23,20,19,17,5,3,107,48,29,29,59.028,37,25,1.6,0.1,0.934,17/04/19 12:45,18.5343565,73.8260579
PMPML_Bus_Depot_Deccan_15,20.45,543.303,0,0,98,76,19,0,22,18,18,15,7,3,122,47,29,29,81.515,36,24,5.1,0.1,0.935,17/04/19 12:45,18.4517156,73.8561703
Lullanagar_Square_14,18.544,497.747,0,0,84,63,34,0,23,18,18,15,5,2,106,58,29,18,62.369,37,24,0.7,0.1,0.928,17/04/19 12:45,18.4873065,73.8856497
Hadapsar_Gadital_01,22.255,475.451,0,0,122,102,16,0,21,19,17,15,9,6,139,98,29,29,79.944,35,25,0.6,0.1,0.932,17/04/19 12:45,18.5018335,73.9414776
Rajashri_Shahu_Bus_stand_19,22.702,16405.84,0,0,66,45,31,0,20,17,16,14,6,3,61,35,29,0,77.814,35,23,3.8,0.1,0.93,17/04/19 12:45,18.4822385,73.8580916
Pune Railway Station_28,19.789,1618.555,0,0,95,66,25,0,23,14,19,12,7,2,96,46,29,29,83.907,37,24,6.1,0.1,0.935,17/04/19 12:45,18.5250661,73.7929274
PMPML_Bus_Depot_Deccan_15,20.45,311.878,0,0,98,76,19,0,22,18,18,15,7,3,122,47,29,29,81.515,36,24,5.1,0.1,0.935,17/04/19 13:01,18.4517156,73.8561703
Hadapsar_Gadital_01,22.255,308.922,0,0,122,102,16,0,21,19,17,15,9,6,139,98,29,29,79.944,35,25,0.6,0.1,0.932,17/04/19 13:01,18.5018335,73.9414776
Lullanagar_Square_14,18.544,331.287,0,0,84,63,34,0,23,18,18,15,5,2,106,58,29,18,62.369,37,24,0.7,0.1,0.928,17/04/19 13:01,18.4873065,73.8856497
Rajashri_Shahu_Bus_stand_19,22.702,3473.742,0,0,66,45,31,0,20,17,16,14,6,3,61,35,29,0,77.814,35,23,3.8,0.1,0.93,17/04/19 13:01,18.4822385,73.8580916
Chitale Bandhu Corner_41,18.655,1729.76,0,0,64,42,27,0,25,13,21,11,5,2,114,48,29,29,75.707,37,24,5.4,0.1,0.933,17/04/19 13:01,18.51557,73.8243931
Pune Railway Station_28,19.789,952.562,0,0,95,66,25,0,23,14,19,12,7,2,96,46,29,29,83.907,37,24,6.1,0.1,0.935,17/04/19 13:01,18.5250661,73.7929274
Hadapsar_Gadital_01,22.255,152.328,0,0,122,102,16,0,21,19,17,15,9,6,139,98,29,29,79.944,35,25,0.6,0.1,0.932,17/04/19 13:15,18.5018335,73.9414776
Chitale Bandhu Corner_41,18.655,755.488,0,0,64,42,27,0,25,13,21,11,5,2,114,48,29,29,75.707,37,24,5.4,0.1,0.933,17/04/19 13:15,18.51557,73.8243931
Rajashri_Shahu_Bus_stand_19,22.702,483.031,0,0,66,45,31,0,20,17,16,14,6,3,61,35,29,0,77.814,35,23,3.8,0.1,0.93,17/04/19 13:15,18.4822385,73.8580916
Lullanagar_Square_14,18.544,180.487,0,0,84,63,34,0,23,18,18,15,5,2,106,58,29,18,62.369,37,24,0.7,0.1,0.928,17/04/19 13:15,18.4873065,73.8856497
PMPML_Bus_Depot_Deccan_15,20.45,161.91,0,0,98,76,19,0,22,18,18,15,7,3,122,47,29,29,81.515,36,24,5.1,0.1,0.935,17/04/19 13:15,18.4517156,73.8561703
Goodluck Square_Cafe_23,19.546,46.808,0,0,87,69,15,0,23,20,19,17,5,3,107,48,29,29,59.028,37,25,1.6,0.1,0.934,17/04/19 13:15,18.5343565,73.8260579
Pune Railway Station_28,19.789,406.888,0,0,95,66,25,0,23,14,19,12,7,2,96,46,29,29,83.907,37,24,6.1,0.1,0.935,17/04/19 13:15,18.5250661,73.7929274
Chitale Bandhu Corner_41,18.867,208.663,0,0,63,42,27,0,25,13,21,11,5,2,114,48,29,29,76.484,37,24,5.4,0.1,0.933,17/04/19 13:30,18.51557,73.8243931
Goodluck Square_Cafe_23,19.171,13.042,0,0,86,69,15,0,23,20,19,17,5,3,107,48,29,29,59.206,37,25,1.6,0.1,0.935,17/04/19 13:30,18.5343565,73.8260579
Hadapsar_Gadital_01,20.347,37.965,0,0,122,102,16,0,21,19,17,15,9,6,139,98,29,29,77.641,35,25,0.6,0.1,0.933,17/04/19 13:31,18.5018335,73.9414776
Rajashri_Shahu_Bus_stand_19,21.812,91.26,0,0,65,45,31,0,19,17,16,14,6,3,55,35,29,0,72.199,35,23,3.8,0.1,0.931,17/04/19 13:31,18.4822385,73.8580916
PMPML_Bus_Depot_Deccan_15,20.011,48.181,0,0,98,76,19,0,21,18,18,15,7,3,122,47,29,29,74.918,36,24,5.1,0.1,0.935,17/04/19 13:31,18.4517156,73.8561703
Lullanagar_Square_14,18.892,46.79,0,0,83,63,34,0,23,18,18,15,5,2,106,58,29,16,68.205,37,24,0.7,0.1,0.929,17/04/19 13:31,18.4873065,73.8856497
Pune Railway Station_28,19.126,139.119,0,0,94,65,25,0,23,14,19,12,7,2,96,46,29,29,83.629,37,24,6.1,0.1,0.935,17/04/19 13:31,18.5250661,73.7929274
Rajashri_Shahu_Bus_stand_19,21.812,2.511,0,0,65,45,31,0,19,17,16,14,6,3,55,35,29,0,72.199,35,23,3.8,0.1,0.931,17/04/19 14:03,18.4822385,73.8580916
Chitale Bandhu Corner_41,18.867,73.818,0,0,63,42,27,0,25,13,21,11,5,2,114,48,29,29,76.484,37,24,5.4,0.1,0.933,17/04/19 14:03,18.51557,73.8243931
Hadapsar_Gadital_01,20.347,1.936,0,0,122,102,16,0,21,19,17,15,9,6,139,98,29,29,77.641,35,25,0.6,0.1,0.933,17/04/19 14:03,18.5018335,73.9414776
Lullanagar_Square_14,18.892,4.372,0,0,83,63,34,0,23,18,18,15,5,2,106,58,29,16,68.205,37,24,0.7,0.1,0.929,17/04/19 14:03,18.4873065,73.8856497
Goodluck Square_Cafe_23,19.171,1.656,0,0,86,69,15,0,23,20,19,17,5,3,107,48,29,29,59.206,37,25,1.6,0.1,0.935,17/04/19 14:03,18.5343565,73.8260579
Karve Statue Square_5,,3.801,0,0,75,64,29,0,18,16,15,14,6,2,125,72,29,29,,35,24,1,0.1,,17/04/19 14:03,18.5017272,73.8135954
PMPML_Bus_Depot_Deccan_15,20.011,13.443,0,0,98,76,19,0,21,18,18,15,7,3,122,47,29,29,74.918,36,24,5.1,0.1,0.935,17/04/19 14:03,18.4517156,73.8561703
Pune Railway Station_28,19.134,8.532,0,0,94,65,25,0,23,14,19,12,7,2,96,46,29,29,83.576,37,24,6.1,0.1,0.935,17/04/19 14:03,18.5250661,73.7929274
Chitale Bandhu Corner_41,18.867,73.603,0,0,63,42,27,0,25,13,21,11,5,2,114,48,29,29,76.484,37,24,5.4,0.1,0.933,17/04/19 14:18,18.51557,73.8243931
Lullanagar_Square_14,18.892,4.352,0,0,83,63,34,0,23,18,18,15,5,2,106,58,29,16,68.205,37,24,0.7,0.1,0.929,17/04/19 14:18,18.4873065,73.8856497
Karve Statue Square_5,,3.969,0,0,75,64,29,0,18,16,15,14,6,2,125,72,29,29,,35,24,1,0.1,,17/04/19 14:18,18.5017272,73.8135954
Goodluck Square_Cafe_23,19.171,1.628,0,0,86,69,15,0,23,20,19,17,5,3,107,48,29,29,59.206,37,25,1.6,0.1,0.935,17/04/19 14:18,18.5343565,73.8260579
PMPML_Bus_Depot_Deccan_15,20.011,13.466,0,0,98,76,19,0,21,18,18,15,7,3,122,47,29,29,74.918,36,24,5.1,0.1,0.935,17/04/19 14:18,18.4517156,73.8561703
Hadapsar_Gadital_01,20.347,2.124,0,0,122,102,16,0,21,19,17,15,9,6,139,98,29,29,77.641,35,25,0.6,0.1,0.933,17/04/19 14:18,18.5018335,73.9414776
Rajashri_Shahu_Bus_stand_19,21.812,2.498,0,0,65,45,31,0,19,17,16,14,6,3,55,35,29,0,72.199,35,23,3.8,0.1,0.931,17/04/19 14:18,18.4822385,73.8580916
Pune Railway Station_28,19.134,8.548,0,0,94,65,25,0,23,14,19,12,7,2,96,46,29,29,83.576,37,24,6.1,0.1,0.935,17/04/19 14:18,18.5250661,73.7929274
PMPML_Bus_Depot_Deccan_15,20.601,13.437,0,0,97,76,19,0,22,18,17,15,7,3,122,47,29,29,73.956,36,24,5.1,0.1,0.936,17/04/19 14:33,18.4517156,73.8561703
Lullanagar_Square_14,20.48,4.543,0,0,83,63,34,0,22,18,18,15,5,2,106,58,29,16,66.76,37,24,0.7,0.1,0.93,17/04/19 14:33,18.4873065,73.8856497
Hadapsar_Gadital_01,20.201,2.115,0,0,121,102,16,0,22,19,18,15,9,6,139,98,29,29,69.365,35,25,0.6,0.1,0.934,17/04/19 14:33,18.5018335,73.9414776
Goodluck Square_Cafe_23,19.924,1.619,0,0,85,69,15,0,24,20,20,17,5,3,107,48,29,29,59.316,37,25,1.6,0.1,0.936,17/04/19 14:33,18.5343565,73.8260579
Chitale Bandhu Corner_41,19.725,73.14,0,0,63,42,27,0,24,13,20,11,5,2,114,48,29,29,76.209,37,24,5.4,0.1,0.934,17/04/19 14:33,18.51557,73.8243931
Karve Statue Square_5,21.902,4.196,0,0,74,62,29,0,18,16,15,14,6,2,125,72,29,29,63.518,35,24,1,0.1,0.934,17/04/19 14:33,18.5017272,73.8135954
Pune Railway Station_28,20.061,8.51,0,0,93,64,25,0,23,14,19,11,7,2,96,46,29,29,83.179,37,24,6.1,0.1,0.936,17/04/19 14:33,18.5250661,73.7929274
Rajashri_Shahu_Bus_stand_19,22.842,2.428,0,0,64,45,31,0,20,17,16,14,6,3,53,35,29,0,72.818,35,23,3.8,0.1,0.931,17/04/19 14:33,18.4822385,73.8580916
Goodluck Square_Cafe_23,19.924,1.607,0,0,85,69,15,0,24,20,20,17,5,3,107,48,29,29,59.316,37,25,1.6,0.1,0.936,17/04/19 14:48,18.5343565,73.8260579
Chitale Bandhu Corner_41,19.725,73.376,0,0,63,42,27,0,24,13,20,11,5,2,114,48,29,29,76.209,37,24,5.4,0.1,0.934,17/04/19 14:48,18.51557,73.8243931
Hadapsar_Gadital_01,20.201,1.75,0,0,121,102,16,0,22,19,18,15,9,6,139,98,29,29,69.365,35,25,0.6,0.1,0.934,17/04/19 14:48,18.5018335,73.9414776
Lullanagar_Square_14,20.48,4.463,0,0,83,63,34,0,22,18,18,15,5,2,106,58,29,16,66.76,37,24,0.7,0.1,0.93,17/04/19 14:48,18.4873065,73.8856497
Karve Statue Square_5,21.902,3.824,0,0,74,62,29,0,18,16,15,14,6,2,125,72,29,29,63.518,35,24,1,0.1,0.934,17/04/19 14:48,18.5017272,73.8135954
PMPML_Bus_Depot_Deccan_15,20.601,13.583,0,0,97,76,19,0,22,18,17,15,7,3,122,47,29,29,73.956,36,24,5.1,0.1,0.936,17/04/19 14:48,18.4517156,73.8561703
Rajashri_Shahu_Bus_stand_19,22.842,2.3,0,0,64,45,31,0,20,17,16,14,6,3,53,35,29,0,72.818,35,23,3.8,0.1,0.931,17/04/19 14:48,18.4822385,73.8580916
Pune Railway Station_28,20.061,9.32,0,0,93,64,25,0,23,14,19,11,7,2,96,46,29,29,83.179,37,24,6.1,0.1,0.936,17/04/19 14:48,18.5250661,73.7929274
Goodluck Square_Cafe_23,19.924,1.609,0,0,85,69,15,0,24,20,20,17,5,3,107,48,29,29,59.316,37,25,1.6,0.1,0.936,17/04/19 15:03,18.5343565,73.8260579
Karve Statue Square_5,21.902,3.679,0,0,74,62,29,0,18,16,15,14,6,2,125,72,29,29,63.518,35,24,1,0.1,0.934,17/04/19 15:03,18.5017272,73.8135954
Chitale Bandhu Corner_41,19.725,73.029,0,0,63,42,27,0,24,13,20,11,5,2,114,48,29,29,76.209,37,24,5.4,0.1,0.934,17/04/19 15:03,18.51557,73.8243931
PMPML_Bus_Depot_Deccan_15,20.601,13.61,0,0,97,76,19,0,22,18,17,15,7,3,122,47,29,29,73.956,36,24,5.1,0.1,0.936,17/04/19 15:03,18.4517156,73.8561703
Lullanagar_Square_14,20.48,4.415,0,0,83,63,34,0,22,18,18,15,5,2,106,58,29,16,66.76,37,24,0.7,0.1,0.93,17/04/19 15:03,18.4873065,73.8856497
Hadapsar_Gadital_01,20.201,1.871,0,0,121,102,16,0,22,19,18,15,9,6,139,98,29,29,69.365,35,25,0.6,0.1,0.934,17/04/19 15:03,18.5018335,73.9414776
Rajashri_Shahu_Bus_stand_19,22.842,2.315,0,0,64,45,31,0,20,17,16,14,6,3,53,35,29,0,72.818,35,23,3.8,0.1,0.931,17/04/19 15:03,18.4822385,73.8580916
Pune Railway Station_28,20.061,8.787,0,0,93,64,25,0,23,14,19,11,7,2,96,46,29,29,83.179,37,24,6.1,0.1,0.936,17/04/19 15:03,18.5250661,73.7929274
Hadapsar_Gadital_01,20.201,1.8,0,0,121,102,16,0,22,19,18,15,9,6,139,98,29,29,69.365,35,25,0.6,0.1,0.934,17/04/19 15:18,18.5018335,73.9414776
Chitale Bandhu Corner_41,19.725,72.303,0,0,63,42,27,0,24,13,20,11,5,2,114,48,29,29,76.209,37,24,5.4,0.1,0.934,17/04/19 15:18,18.51557,73.8243931
Goodluck Square_Cafe_23,19.924,1.581,0,0,85,69,15,0,24,20,20,17,5,3,107,48,29,29,59.316,37,25,1.6,0.1,0.936,17/04/19 15:18,18.5343565,73.8260579
Lullanagar_Square_14,20.48,4.448,0,0,83,63,34,0,22,18,18,15,5,2,106,58,29,16,66.76,37,24,0.7,0.1,0.93,17/04/19 15:18,18.4873065,73.8856497
Karve Statue Square_5,21.902,3.582,0,0,74,62,29,0,18,16,15,14,6,2,125,72,29,29,63.518,35,24,1,0.1,0.934,17/04/19 15:18,18.5017272,73.8135954
Rajashri_Shahu_Bus_stand_19,22.842,2.524,0,0,64,45,31,0,20,17,16,14,6,3,53,35,29,0,72.818,35,23,3.8,0.1,0.931,17/04/19 15:18,18.4822385,73.8580916
PMPML_Bus_Depot_Deccan_15,20.601,13.317,0,0,97,76,19,0,22,18,17,15,7,3,122,47,29,29,73.956,36,24,5.1,0.1,0.936,17/04/19 15:18,18.4517156,73.8561703
Pune Railway Station_28,20.061,8.46,0,0,93,64,25,0,23,14,19,11,7,2,96,46,29,29,83.179,37,24,6.1,0.1,0.936,17/04/19 15:18,18.5250661,73.7929274
Chitale Bandhu Corner_41,20.711,72.881,0,0,61,42,27,0,25,13,20,11,5,2,114,48,29,29,75.211,37,24,5.4,0.1,0.935,17/04/19 15:33,18.51557,73.8243931
Lullanagar_Square_14,21.17,4.278,0,0,81,63,34,0,23,18,18,15,5,2,106,58,29,16,66,37,24,0.7,0.1,0.93,17/04/19 15:33,18.4873065,73.8856497
PMPML_Bus_Depot_Deccan_15,21.79,13.483,0,0,95,76,19,0,23,18,18,15,7,3,122,47,29,29,73.751,36,24,5.1,0.1,0.937,17/04/19 15:33,18.4517156,73.8561703
Karve Statue Square_5,23.322,4.128,0,0,73,62,29,0,19,16,15,14,6,2,125,72,29,29,63.831,35,24,1,0.1,0.935,17/04/19 15:33,18.5017272,73.8135954
Hadapsar_Gadital_01,23.516,1.837,0,0,121,102,16,0,23,19,18,15,9,6,139,98,29,29,72.984,35,25,0.6,0.1,0.935,17/04/19 15:33,18.5018335,73.9414776
Goodluck Square_Cafe_23,21.739,1.584,0,0,84,69,15,0,25,20,20,17,5,3,107,48,29,29,59.271,37,25,1.6,0.1,0.936,17/04/19 15:33,18.5343565,73.8260579
Rajashri_Shahu_Bus_stand_19,25.746,2.392,0,0,62,45,31,0,21,17,17,14,6,3,52,35,29,0,75.351,35,23,3.8,0.1,0.932,17/04/19 15:33,18.4822385,73.8580916
Pune Railway Station_28,25.32,8.174,0,0,90,64,25,0,22,13,18,11,7,2,94,46,29,29,83.328,37,24,6.1,0.1,0.937,17/04/19 15:33,18.5250661,73.7929274
Goodluck Square_Cafe_23,21.739,1.582,0,0,84,69,15,0,25,20,20,17,5,3,107,48,29,29,59.271,37,25,1.6,0.1,0.936,17/04/19 15:48,18.5343565,73.8260579
Chitale Bandhu Corner_41,20.711,69.5,0,0,61,42,27,0,25,13,20,11,5,2,114,48,29,29,75.211,37,24,5.4,0.1,0.935,17/04/19 15:48,18.51557,73.8243931
Rajashri_Shahu_Bus_stand_19,25.746,2.36,0,0,62,45,31,0,21,17,17,14,6,3,52,35,29,0,75.351,35,23,3.8,0.1,0.932,17/04/19 15:48,18.4822385,73.8580916
Lullanagar_Square_14,21.17,4.31,0,0,81,63,34,0,23,18,18,15,5,2,106,58,29,16,66,37,24,0.7,0.1,0.93,17/04/19 15:48,18.4873065,73.8856497
Pune Railway Station_28,25.32,8.194,0,0,90,64,25,0,22,13,18,11,7,2,94,46,29,29,83.328,37,24,6.1,0.1,0.937,17/04/19 15:48,18.5250661,73.7929274
Karve Statue Square_5,23.322,4.026,0,0,73,62,29,0,19,16,15,14,6,2,125,72,29,29,63.831,35,24,1,0.1,0.935,17/04/19 15:48,18.5017272,73.8135954
Hadapsar_Gadital_01,23.516,1.799,0,0,121,102,16,0,23,19,18,15,9,6,139,98,29,29,72.984,35,25,0.6,0.1,0.935,17/04/19 15:48,18.5018335,73.9414776
PMPML_Bus_Depot_Deccan_15,21.79,12.968,0,0,95,76,19,0,23,18,18,15,7,3,122,47,29,29,73.751,36,24,5.1,0.1,0.937,17/04/19 15:48,18.4517156,73.8561703
Chitale Bandhu Corner_41,20.711,66.071,0,0,61,42,27,0,25,13,20,11,5,2,114,48,29,29,75.211,37,24,5.4,0.1,0.935,17/04/19 16:03,18.51557,73.8243931
